epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,462.019,1.18066,1.36764,1.23084,0.46077,0.69598,0.5959,0.43797,1.0839,2.69032,1.17463,0.00151022,0.00151022,0.00151022
21,482.118,1.14534,1.25927,1.19151,0.67791,0.72109,0.7238,0.56569,0.96258,1.62698,1.06125,0.00150197,0.00150197,0.00150197
22,504.593,1.14297,1.30905,1.18752,0.80199,0.51697,0.66231,0.50363,1.02783,1.78123,1.11689,0.00149372,0.00149372,0.00149372
23,527.49,1.08019,1.21614,1.13799,0.72703,0.598,0.69843,0.52962,0.9556,1.63535,1.08671,0.00148546,0.00148546,0.00148546
24,548.823,1.12672,1.27561,1.16505,0.7339,0.69956,0.76965,0.59293,0.97078,1.22269,1.07498,0.00147721,0.00147721,0.00147721
25,570.64,1.14606,1.25271,1.18881,0.76412,0.59556,0.68894,0.52679,0.95972,1.21137,1.06154,0.00146896,0.00146896,0.00146896
26,592.828,1.08389,1.17883,1.13117,0.78267,0.68396,0.75951,0.57605,0.91327,1.3928,1.07654,0.00146071,0.00146071,0.00146071
27,612.162,1.05132,1.13649,1.11485,0.7258,0.66387,0.75518,0.57655,0.97305,1.26695,1.06689,0.00145246,0.00145246,0.00145246
28,635.152,1.04211,1.10658,1.09912,0.79986,0.71491,0.76543,0.58801,0.88706,1.24058,1.03595,0.00144421,0.00144421,0.00144421
29,655.529,1.0458,1.2002,1.1007,0.71288,0.73099,0.77183,0.58216,0.9816,1.04553,1.08338,0.00143595,0.00143595,0.00143595
30,679.676,1.01862,1.16621,1.09261,0.82857,0.70102,0.78399,0.63024,0.83611,1.05447,1.01581,0.0014277,0.0014277,0.0014277
31,704.454,0.96186,1.03696,1.08971,0.76771,0.65902,0.76553,0.60631,0.88961,1.12369,1.07214,0.00141945,0.00141945,0.00141945
32,728.293,0.99684,1.07503,1.09455,0.78773,0.66625,0.77559,0.61407,0.92455,1.04405,1.03776,0.0014112,0.0014112,0.0014112
33,754.623,0.99169,1.03055,1.09607,0.8437,0.64358,0.76579,0.61816,0.87043,1.2404,1.03915,0.00140295,0.00140295,0.00140295
34,776.539,1.02637,1.07581,1.09254,0.75471,0.64839,0.73634,0.5937,0.84777,1.32565,1.01326,0.0013947,0.0013947,0.0013947
35,801.547,0.99298,1.03847,1.06389,0.83586,0.65687,0.78421,0.63409,0.83185,1.16762,0.98835,0.00138644,0.00138644,0.00138644
36,821.701,0.97032,1.07383,1.06448,0.7065,0.64108,0.75259,0.58875,0.90988,1.43603,1.07061,0.00137819,0.00137819,0.00137819
37,854.397,0.99481,1.10733,1.08479,0.8376,0.66995,0.8183,0.63966,0.89398,1.07122,1.05052,0.00136994,0.00136994,0.00136994
38,878.394,0.99663,1.00537,1.0892,0.8265,0.69908,0.83072,0.65614,0.9116,0.94907,1.075,0.00136169,0.00136169,0.00136169
39,901.603,0.97155,0.99256,1.10246,0.83251,0.70614,0.7897,0.61905,0.88268,0.95236,1.07581,0.00135344,0.00135344,0.00135344
40,930.198,0.9754,1.00317,1.08539,0.81142,0.7098,0.79203,0.62088,0.88931,0.94951,1.04531,0.00134519,0.00134519,0.00134519
41,956.943,0.94733,0.9684,1.05952,0.77192,0.72978,0.81749,0.63631,0.84441,0.99883,1.00252,0.00133693,0.00133693,0.00133693
42,981.424,0.93556,0.93211,1.05552,0.90985,0.74143,0.86679,0.68326,0.82784,0.85528,1.01528,0.00132868,0.00132868,0.00132868
43,1010.12,0.90775,0.94699,1.04772,0.77173,0.74538,0.82204,0.66852,0.74712,0.9504,0.96925,0.00132043,0.00132043,0.00132043
44,1034.29,0.93919,0.97515,1.07086,0.80481,0.67836,0.79868,0.62809,0.85591,1.03295,1.03125,0.00131218,0.00131218,0.00131218
45,1078.78,0.9244,0.92449,1.04891,0.78542,0.74488,0.79476,0.64063,0.79352,1.1098,0.99163,0.00130393,0.00130393,0.00130393
46,1107.11,0.9016,0.88438,1.05162,0.81661,0.69734,0.80982,0.66665,0.77956,0.98226,1.0057,0.00129568,0.00129568,0.00129568
47,1138.26,0.92291,0.89471,1.04089,0.87165,0.74345,0.83556,0.67092,0.80095,0.88715,0.99339,0.00128742,0.00128742,0.00128742
48,1164.31,0.88096,0.86073,1.03424,0.8399,0.73246,0.83407,0.68581,0.79378,0.8377,0.98353,0.00127917,0.00127917,0.00127917
49,1186.96,0.83765,0.81021,1.00134,0.84851,0.75512,0.86528,0.72056,0.76476,0.80659,0.98553,0.00127092,0.00127092,0.00127092
50,1209,0.92343,0.91569,1.06583,0.90414,0.71725,0.82815,0.67322,0.8154,0.85891,1.01683,0.00126267,0.00126267,0.00126267
51,1230.36,0.88491,0.87845,1.04727,0.84538,0.71995,0.80866,0.6645,0.77835,0.87552,0.97952,0.00125442,0.00125442,0.00125442
52,1252.78,0.91607,0.88094,1.04884,0.86801,0.73757,0.84813,0.70098,0.78174,0.98649,1.01159,0.00124617,0.00124617,0.00124617
53,1274.37,0.85809,0.80906,1.00805,0.88572,0.77266,0.87387,0.72089,0.76029,0.78052,0.97681,0.00123791,0.00123791,0.00123791
54,1300.37,0.80948,0.8419,1.01906,0.76882,0.72003,0.80145,0.65659,0.76258,0.89469,0.97149,0.00122966,0.00122966,0.00122966
55,1325.58,0.87845,0.81675,1.03517,0.8464,0.70833,0.83894,0.69276,0.76501,0.93442,1.00063,0.00122141,0.00122141,0.00122141
56,1355.37,0.83658,0.77783,1.00159,0.86853,0.76389,0.86495,0.6912,0.79073,0.7507,1.00639,0.00121316,0.00121316,0.00121316
57,1384.44,0.89666,0.86309,1.06359,0.7045,0.77236,0.82617,0.64532,0.86516,1.13397,1.05116,0.00120491,0.00120491,0.00120491
58,1406.88,0.84661,0.85912,1.01679,0.80465,0.70912,0.75587,0.59814,0.79343,1.0716,0.96452,0.00119666,0.00119666,0.00119666
59,1428.35,0.8681,0.82273,1.02578,0.77552,0.78947,0.80784,0.66199,0.77249,1.0292,0.9491,0.0011884,0.0011884,0.0011884
60,1450.16,0.84946,0.77592,1.00849,0.85467,0.74148,0.85199,0.69682,0.75963,0.9278,0.96734,0.00118015,0.00118015,0.00118015
61,1470.88,0.84063,0.82377,1.00573,0.89466,0.80263,0.88584,0.73869,0.71871,0.70624,0.94921,0.0011719,0.0011719,0.0011719
62,1492.75,0.81877,0.79978,1.01616,0.84062,0.81287,0.88961,0.74932,0.70122,0.65742,0.9503,0.00116365,0.00116365,0.00116365
63,1514.9,0.83104,0.76365,0.99532,0.8649,0.75351,0.85771,0.71252,0.7482,0.78929,0.98098,0.0011554,0.0011554,0.0011554
64,1536.42,0.80152,0.7379,1.00912,0.86692,0.79932,0.90176,0.73368,0.69803,0.64908,0.97161,0.00114715,0.00114715,0.00114715
65,1557.63,0.82318,0.74967,1.01711,0.88679,0.73099,0.86477,0.71291,0.72078,0.77946,0.9666,0.00113889,0.00113889,0.00113889
66,1580.32,0.81176,0.74683,1.00783,0.94203,0.71491,0.87197,0.70217,0.78307,0.77503,0.97479,0.00113064,0.00113064,0.00113064
67,1600.76,0.81931,0.75434,1.00927,0.90042,0.83406,0.89098,0.73434,0.75904,0.69152,0.98571,0.00112239,0.00112239,0.00112239
68,1623.47,0.73762,0.70349,0.98731,0.90815,0.78661,0.88958,0.73125,0.7373,0.71382,0.96107,0.00111414,0.00111414,0.00111414
69,1647,0.76044,0.69826,0.98516,0.88305,0.81734,0.90783,0.75904,0.70354,0.64225,0.9502,0.00110589,0.00110589,0.00110589
70,1670.18,0.78778,0.70809,0.98166,0.96283,0.75869,0.90253,0.75234,0.71661,0.67509,0.94598,0.00109764,0.00109764,0.00109764
71,1690.67,0.81485,0.72445,0.99196,0.9177,0.84607,0.91753,0.76369,0.72939,0.63624,0.95928,0.00108938,0.00108938,0.00108938
72,1713.29,0.77865,0.6635,0.96377,0.89007,0.8443,0.90274,0.76485,0.68509,0.64385,0.94892,0.00108113,0.00108113,0.00108113
73,1734.26,0.78011,0.71948,1.00376,0.81213,0.84518,0.89233,0.7437,0.68312,0.63257,0.95106,0.00107288,0.00107288,0.00107288
74,1759.13,0.77274,0.6959,0.98767,0.88628,0.71528,0.87791,0.71851,0.71917,0.72573,0.96118,0.00106463,0.00106463,0.00106463
75,1805.29,0.7304,0.64734,0.94585,0.90796,0.86126,0.9228,0.76959,0.70973,0.57904,0.96964,0.00105638,0.00105638,0.00105638
76,1825.59,0.76445,0.73074,0.97853,0.88581,0.79914,0.86835,0.72429,0.72554,0.75836,0.95764,0.00104813,0.00104813,0.00104813
77,1847.57,0.76772,0.69738,0.97115,0.90081,0.73953,0.86063,0.72084,0.66587,0.8122,0.93003,0.00103987,0.00103987,0.00103987
78,1871.68,0.75308,0.66313,0.97994,0.9101,0.82084,0.91605,0.75727,0.72499,0.65593,0.95042,0.00103162,0.00103162,0.00103162
79,1896.48,0.76564,0.67678,0.97104,0.88722,0.80775,0.89745,0.76624,0.65766,0.6315,0.93459,0.00102337,0.00102337,0.00102337
80,1920.31,0.7718,0.69344,0.97727,0.83482,0.82021,0.86898,0.73934,0.68395,0.72398,0.95354,0.00101512,0.00101512,0.00101512
81,1947.99,0.748,0.6788,0.98086,0.83891,0.89403,0.9162,0.76575,0.68158,0.61392,0.94693,0.00100687,0.00100687,0.00100687
82,1986.6,0.75965,0.65913,0.97696,0.87874,0.89801,0.91999,0.7826,0.65332,0.59838,0.9376,0.000998616,0.000998616,0.000998616
83,2016.39,0.7723,0.70216,0.97388,0.87136,0.91155,0.92668,0.78151,0.65943,0.59622,0.92876,0.000990365,0.000990365,0.000990365
84,2038.42,0.74107,0.66972,0.98471,0.92266,0.86078,0.90061,0.75261,0.66355,0.58413,0.93853,0.000982113,0.000982113,0.000982113
85,2059.84,0.7576,0.68376,0.98657,0.90861,0.84474,0.92336,0.76502,0.66804,0.59219,0.94254,0.000973861,0.000973861,0.000973861
86,2081.55,0.73733,0.67717,0.97203,0.92267,0.83894,0.90726,0.7658,0.68607,0.65967,0.94851,0.00096561,0.00096561,0.00096561
87,2103.26,0.74,0.64726,0.96209,0.88085,0.84069,0.90449,0.76086,0.64015,0.63902,0.92882,0.000957358,0.000957358,0.000957358
88,2124.91,0.74038,0.63657,0.96787,0.90207,0.85839,0.92174,0.77383,0.67487,0.61796,0.93169,0.000949106,0.000949106,0.000949106
89,2144.78,0.75172,0.66006,0.95024,0.92129,0.88395,0.90878,0.77885,0.6512,0.62147,0.91743,0.000940855,0.000940855,0.000940855
90,2166.79,0.72828,0.62859,0.9552,0.90325,0.8718,0.92134,0.77236,0.67398,0.60389,0.93291,0.000932603,0.000932603,0.000932603
91,2188.72,0.70696,0.61661,0.96541,0.92228,0.85873,0.92464,0.78282,0.63798,0.59541,0.91707,0.000924352,0.000924352,0.000924352
92,2209.99,0.74361,0.65592,0.97636,0.93903,0.85131,0.93977,0.79685,0.65328,0.54454,0.93602,0.0009161,0.0009161,0.0009161
93,2232.5,0.71689,0.61859,0.95387,0.92888,0.8845,0.93296,0.80188,0.64282,0.56183,0.92184,0.000907848,0.000907848,0.000907848
94,2253.62,0.70711,0.62295,0.94824,0.89636,0.89131,0.93018,0.79129,0.63626,0.56283,0.92004,0.000899597,0.000899597,0.000899597
95,2275.12,0.70721,0.62034,0.95073,0.8858,0.86279,0.92062,0.78121,0.61644,0.6697,0.90587,0.000891345,0.000891345,0.000891345
96,2297.27,0.7102,0.58707,0.94363,0.90958,0.87716,0.94454,0.79132,0.67751,0.59344,0.91253,0.000883093,0.000883093,0.000883093
97,2317.61,0.69305,0.59874,0.9584,0.90075,0.86552,0.93312,0.8066,0.58491,0.53541,0.89782,0.000874842,0.000874842,0.000874842
98,2339.02,0.68573,0.5984,0.97053,0.90429,0.84298,0.9308,0.79886,0.59352,0.53814,0.8998,0.00086659,0.00086659,0.00086659
99,2362.86,0.71849,0.62562,0.96146,0.87963,0.85819,0.92036,0.7847,0.60916,0.61838,0.90259,0.000858338,0.000858338,0.000858338
100,2384.06,0.71121,0.60884,0.96502,0.9149,0.82435,0.89259,0.77182,0.58701,0.59143,0.90472,0.000850087,0.000850087,0.000850087
101,2406.58,0.70029,0.62737,0.97893,0.92362,0.87314,0.93167,0.78499,0.61927,0.51168,0.91343,0.000841835,0.000841835,0.000841835
102,2429.61,0.70859,0.58007,0.95085,0.95957,0.84649,0.92884,0.77596,0.65172,0.53326,0.91319,0.000833583,0.000833583,0.000833583
103,2452.14,0.68332,0.58151,0.94533,0.88903,0.8825,0.93727,0.79141,0.61671,0.52368,0.89998,0.000825332,0.000825332,0.000825332
104,2474.86,0.67329,0.58906,0.94047,0.90906,0.86833,0.93723,0.78897,0.61192,0.54383,0.90377,0.00081708,0.00081708,0.00081708
105,2495.76,0.67804,0.58944,0.93529,0.87635,0.88962,0.93363,0.79387,0.57918,0.55829,0.89887,0.000808828,0.000808828,0.000808828
106,2518.3,0.69406,0.58823,0.95041,0.8836,0.86724,0.92719,0.78901,0.62886,0.57779,0.91596,0.000800577,0.000800577,0.000800577
107,2538.28,0.67427,0.58,0.93041,0.88768,0.91421,0.93037,0.80694,0.62411,0.57324,0.91303,0.000792325,0.000792325,0.000792325
108,2560.9,0.6456,0.59917,0.93375,0.93962,0.83967,0.92996,0.79681,0.60596,0.61046,0.91095,0.000784073,0.000784073,0.000784073
109,2582.55,0.6802,0.58749,0.9518,0.91796,0.89029,0.93964,0.80998,0.5936,0.54839,0.8959,0.000775822,0.000775822,0.000775822
110,2604.02,0.67089,0.58345,0.94592,0.96255,0.81309,0.92977,0.82313,0.56992,0.53794,0.90104,0.00076757,0.00076757,0.00076757
111,2625.6,0.65577,0.54669,0.92256,0.92562,0.87765,0.93315,0.80688,0.58786,0.53633,0.90019,0.000759318,0.000759318,0.000759318
112,2646.92,0.71446,0.57983,0.95488,0.90862,0.92109,0.95432,0.81953,0.59357,0.48575,0.89798,0.000751067,0.000751067,0.000751067
113,2668.15,0.64317,0.5095,0.92696,0.93612,0.92259,0.95573,0.80993,0.59038,0.47728,0.89446,0.000742815,0.000742815,0.000742815
114,2689.72,0.67361,0.54333,0.93146,0.95018,0.88816,0.95934,0.82005,0.57748,0.49961,0.90228,0.000734564,0.000734564,0.000734564
115,2710.5,0.64278,0.53318,0.92655,0.92954,0.93094,0.95209,0.81649,0.59324,0.46869,0.89904,0.000726312,0.000726312,0.000726312
116,2732.51,0.61551,0.52441,0.90356,0.88309,0.9081,0.95107,0.81371,0.57937,0.52562,0.88582,0.00071806,0.00071806,0.00071806
117,2754.29,0.65446,0.55884,0.91859,0.93873,0.89753,0.92648,0.81665,0.54232,0.5103,0.88885,0.000709809,0.000709809,0.000709809
118,2775.91,0.61803,0.53197,0.92213,0.90365,0.89028,0.92561,0.79925,0.591,0.55776,0.9053,0.000701557,0.000701557,0.000701557
119,2796.08,0.62805,0.51335,0.9246,0.84367,0.90475,0.92645,0.81282,0.54536,0.55921,0.88888,0.000693305,0.000693305,0.000693305
120,2818.89,0.64113,0.52644,0.93048,0.9306,0.85673,0.94219,0.81936,0.55918,0.52587,0.88098,0.000685054,0.000685054,0.000685054
121,2840.2,0.62494,0.51268,0.93166,0.93741,0.88297,0.95444,0.83543,0.55488,0.46654,0.87669,0.000676802,0.000676802,0.000676802
122,2861.26,0.61848,0.50879,0.90976,0.94175,0.93037,0.95226,0.83558,0.53627,0.45418,0.87772,0.00066855,0.00066855,0.00066855
123,2882.87,0.63646,0.53989,0.92787,0.92878,0.91082,0.94021,0.83257,0.53111,0.4622,0.8679,0.000660299,0.000660299,0.000660299
124,2904.12,0.63211,0.52053,0.92355,0.93185,0.90147,0.93037,0.83159,0.51784,0.48676,0.86806,0.000652047,0.000652047,0.000652047
125,2925.34,0.62344,0.52957,0.91753,0.88955,0.90377,0.9377,0.80964,0.57105,0.54722,0.89071,0.000643795,0.000643795,0.000643795
126,2948.23,0.64475,0.51915,0.94877,0.93121,0.93406,0.9443,0.83957,0.50281,0.46861,0.87176,0.000635544,0.000635544,0.000635544
127,2969.58,0.60016,0.50892,0.9172,0.92566,0.95496,0.95377,0.83814,0.53086,0.44994,0.87277,0.000627292,0.000627292,0.000627292
128,2992.13,0.61849,0.50581,0.93034,0.93739,0.91092,0.95837,0.82861,0.53337,0.46832,0.87617,0.00061904,0.00061904,0.00061904
129,3013.65,0.56457,0.48581,0.90793,0.9631,0.87591,0.92861,0.82104,0.52365,0.48449,0.87686,0.000610789,0.000610789,0.000610789
130,3035.48,0.61174,0.50082,0.92489,0.91639,0.89693,0.92973,0.81265,0.52182,0.52929,0.87825,0.000602537,0.000602537,0.000602537
131,3056.43,0.58428,0.49203,0.91798,0.96929,0.85716,0.92205,0.81496,0.55316,0.53541,0.89584,0.000594286,0.000594286,0.000594286
132,3078.28,0.57646,0.46011,0.89096,0.97258,0.90205,0.93937,0.82339,0.54316,0.4625,0.87172,0.000586034,0.000586034,0.000586034
133,3101.33,0.5965,0.4912,0.9195,0.94512,0.87061,0.93829,0.82698,0.527,0.48966,0.86738,0.000577782,0.000577782,0.000577782
134,3122.35,0.59814,0.46562,0.89387,0.94834,0.86662,0.93294,0.82454,0.54958,0.52048,0.87851,0.000569531,0.000569531,0.000569531
135,3144.62,0.61206,0.51619,0.91867,0.92071,0.91565,0.92904,0.82585,0.52099,0.48572,0.86487,0.000561279,0.000561279,0.000561279
136,3165.93,0.61632,0.4924,0.93183,0.90165,0.91659,0.93535,0.82683,0.49537,0.47107,0.86366,0.000553027,0.000553027,0.000553027
137,3186.57,0.62852,0.51928,0.91751,0.93593,0.92895,0.94063,0.83835,0.52144,0.47614,0.87763,0.000544776,0.000544776,0.000544776
138,3208.13,0.59095,0.47221,0.90721,0.93108,0.91499,0.93738,0.83575,0.47949,0.45897,0.8702,0.000536524,0.000536524,0.000536524
139,3229.7,0.57378,0.47818,0.91689,0.92014,0.91116,0.93304,0.84168,0.49519,0.45404,0.87257,0.000528272,0.000528272,0.000528272
140,3253.39,0.61241,0.47019,0.91683,0.9185,0.9235,0.92716,0.83912,0.49005,0.44841,0.86298,0.000520021,0.000520021,0.000520021
141,3275.28,0.55846,0.44229,0.88345,0.93271,0.88816,0.92789,0.82673,0.51155,0.46123,0.87136,0.000511769,0.000511769,0.000511769
142,3296.53,0.57837,0.4484,0.89396,0.96108,0.87061,0.93394,0.84785,0.45962,0.44611,0.86213,0.000503517,0.000503517,0.000503517
143,3318.07,0.57138,0.43891,0.88529,0.92187,0.91955,0.93337,0.8359,0.48437,0.46677,0.86947,0.000495266,0.000495266,0.000495266
144,3340.29,0.58431,0.45527,0.91045,0.97561,0.87672,0.94532,0.84906,0.47598,0.42929,0.8598,0.000487014,0.000487014,0.000487014
145,3362.08,0.55486,0.44944,0.89663,0.95119,0.90588,0.94535,0.84784,0.48392,0.42906,0.85506,0.000478762,0.000478762,0.000478762
146,3384.61,0.57261,0.45817,0.91205,0.94518,0.90741,0.93178,0.84332,0.47124,0.44716,0.86054,0.000470511,0.000470511,0.000470511
147,3407.38,0.56721,0.44093,0.89614,0.95698,0.90347,0.93283,0.84652,0.47666,0.46479,0.86369,0.000462259,0.000462259,0.000462259
148,3429.2,0.5534,0.44202,0.89606,0.93627,0.8967,0.93923,0.85683,0.47422,0.50534,0.86372,0.000454007,0.000454007,0.000454007
149,3450.46,0.55677,0.45851,0.89782,0.94001,0.90205,0.93995,0.84085,0.48667,0.47392,0.86482,0.000445756,0.000445756,0.000445756
150,3472.32,0.53364,0.42608,0.87582,0.91923,0.91196,0.9275,0.83405,0.47306,0.48167,0.86444,0.000437504,0.000437504,0.000437504
151,3495.11,0.53854,0.44336,0.89075,0.93717,0.89405,0.94379,0.8542,0.4793,0.44417,0.86141,0.000429253,0.000429253,0.000429253
152,3516.04,0.56046,0.4511,0.89409,0.9344,0.89668,0.9462,0.84224,0.50113,0.44772,0.86654,0.000421001,0.000421001,0.000421001
153,3539.55,0.55882,0.44917,0.9037,0.95685,0.90339,0.94927,0.8507,0.48889,0.44137,0.8687,0.000412749,0.000412749,0.000412749
154,3561.41,0.55598,0.44184,0.89496,0.94729,0.92836,0.94745,0.85899,0.47302,0.45136,0.86546,0.000404498,0.000404498,0.000404498
155,3581.78,0.5831,0.47151,0.89996,0.94037,0.9147,0.94239,0.8516,0.46882,0.47143,0.86826,0.000396246,0.000396246,0.000396246
156,3603.77,0.5236,0.43495,0.89533,0.93251,0.88875,0.93374,0.85259,0.49768,0.47202,0.87184,0.000387994,0.000387994,0.000387994
157,3625.29,0.52537,0.4169,0.87725,0.933,0.88035,0.94247,0.84141,0.50817,0.44087,0.86581,0.000379743,0.000379743,0.000379743
158,3646.34,0.51868,0.42319,0.88948,0.93465,0.91015,0.94185,0.86357,0.46659,0.41829,0.85966,0.000371491,0.000371491,0.000371491
159,3668.87,0.52433,0.41374,0.88073,0.95573,0.91082,0.9504,0.86108,0.48014,0.417,0.86935,0.000363239,0.000363239,0.000363239
160,3690.62,0.54829,0.43047,0.90986,0.92563,0.91959,0.94918,0.8578,0.44923,0.41923,0.85833,0.000354988,0.000354988,0.000354988
161,3711.92,0.51446,0.42702,0.90057,0.97159,0.89825,0.96098,0.86152,0.45875,0.41794,0.86139,0.000346736,0.000346736,0.000346736
162,3733.98,0.51622,0.41765,0.881,0.9321,0.92855,0.95441,0.85697,0.46419,0.4229,0.86533,0.000338484,0.000338484,0.000338484
163,3754.69,0.52891,0.40572,0.89878,0.94157,0.88816,0.9509,0.86706,0.44206,0.43103,0.86052,0.000330233,0.000330233,0.000330233
164,3776.67,0.51077,0.41478,0.86572,0.96108,0.90068,0.9529,0.8586,0.46257,0.4223,0.85722,0.000321981,0.000321981,0.000321981
165,3798.74,0.5154,0.41011,0.89377,0.93505,0.90529,0.94417,0.85658,0.45119,0.44716,0.85661,0.000313729,0.000313729,0.000313729
166,3821.07,0.51281,0.41109,0.87608,0.93886,0.89972,0.9486,0.85905,0.45848,0.42929,0.85963,0.000305478,0.000305478,0.000305478
167,3841.07,0.5155,0.40609,0.87272,0.95258,0.88816,0.95513,0.87108,0.43719,0.41318,0.8585,0.000297226,0.000297226,0.000297226
168,3864.22,0.52532,0.41526,0.89331,0.94758,0.91051,0.96119,0.85765,0.4739,0.39554,0.86266,0.000288974,0.000288974,0.000288974
169,3886.18,0.50995,0.39321,0.87685,0.91215,0.94064,0.96266,0.87049,0.44639,0.38644,0.85699,0.000280723,0.000280723,0.000280723
170,3906.7,0.51416,0.40677,0.86506,0.93448,0.90381,0.96172,0.86433,0.46741,0.38814,0.857,0.000272471,0.000272471,0.000272471
171,3929.14,0.50955,0.40218,0.87067,0.92114,0.89693,0.94739,0.85789,0.44729,0.41221,0.85508,0.00026422,0.00026422,0.00026422
172,3951.93,0.4963,0.39049,0.86633,0.94063,0.89693,0.94589,0.86377,0.44805,0.43,0.8579,0.000255968,0.000255968,0.000255968
173,3972.98,0.51033,0.4089,0.88841,0.93317,0.91047,0.94468,0.87171,0.43928,0.42503,0.85163,0.000247716,0.000247716,0.000247716
174,3994.96,0.5065,0.39651,0.8724,0.92457,0.92572,0.94383,0.8647,0.45396,0.4258,0.85062,0.000239465,0.000239465,0.000239465
175,4017.35,0.47023,0.38994,0.87484,0.92613,0.92444,0.947,0.87284,0.44997,0.41825,0.85075,0.000231213,0.000231213,0.000231213
176,4039.62,0.50599,0.38787,0.87607,0.95287,0.90059,0.95098,0.87666,0.43797,0.39131,0.84402,0.000222961,0.000222961,0.000222961
177,4060.46,0.50432,0.41191,0.87463,0.92261,0.93883,0.95447,0.88165,0.42953,0.3893,0.84629,0.00021471,0.00021471,0.00021471
178,4082.85,0.4858,0.38497,0.86634,0.95518,0.94054,0.95663,0.87913,0.4444,0.4043,0.85081,0.000206458,0.000206458,0.000206458
179,4106.51,0.50335,0.38616,0.87727,0.95452,0.94015,0.95668,0.88106,0.43461,0.39817,0.8466,0.000198206,0.000198206,0.000198206
180,4127.32,0.4823,0.38902,0.85797,0.94116,0.95853,0.96457,0.87691,0.44641,0.40992,0.84655,0.000189955,0.000189955,0.000189955
181,4148.84,0.49124,0.3809,0.87242,0.96528,0.91082,0.95228,0.86233,0.45736,0.39917,0.84764,0.000181703,0.000181703,0.000181703
182,4169.79,0.47748,0.37141,0.86415,0.96056,0.91082,0.95252,0.86774,0.43906,0.39533,0.84647,0.000173451,0.000173451,0.000173451
183,4190.86,0.45971,0.36352,0.86764,0.97552,0.89529,0.95112,0.86843,0.45247,0.40129,0.8505,0.0001652,0.0001652,0.0001652
184,4212.78,0.48797,0.38896,0.88028,0.92914,0.91959,0.94906,0.87261,0.43559,0.41419,0.8525,0.000156948,0.000156948,0.000156948
